Date_Time,Sample ,SSC,Q,Qs,0.37,0.44,0.52,0.61,0.72,0.85,1.01,1.19,1.4,1.65,1.95,2.3,2.72,3.2,3.78,4.46,5.27,6.21,7.33,8.65,10.21,12.05,14.22,16.78,19.81,23.37,27.58,32.55,38.41,45.32,53.48,63.11,74.48,87.89,103.72,122.39,144.43,170.44,201.13,237.35,280.09,330.52,390.04,460.27
7/29/2023 15:07,ST4-D2,110.0000003,0.045677438,5.024518141,0.000748912,0.000789493,0.00085221,0.000937062,0.001036671,0.001165794,0.001405593,0.001977422,0.00298089,0.003822032,0.00463366,0.005600236,0.006548366,0.007573969,0.008920534,0.010809415,0.013052461,0.015406183,0.017708256,0.020475172,0.023459751,0.026392681,0.030709068,0.035423891,0.040810153,0.045871763,0.051427728,0.056334391,0.06097543,0.065092599,0.066343245,0.066158784,0.06078728,0.053438353,0.04361396,0.035682137,0.027964288,0.021331071,0.015380359,0.011846086,0.010108463,0.00908286,0.00789862,0.007422711
7/29/2023 15:22,ST4-D3,53.333,0.045472365,2.42517763,0.000849669,0.000897763,0.000973913,0.00107411,0.001198354,0.001350653,0.001635212,0.002300518,0.003470817,0.004468777,0.005442689,0.006564893,0.007655034,0.008797278,0.01028019,0.012324205,0.014740951,0.01732202,0.019846979,0.022768718,0.025846763,0.028904769,0.033449695,0.038471558,0.04396635,0.04890004,0.054234517,0.058546986,0.062490732,0.065200053,0.064502683,0.062338433,0.056070122,0.049292811,0.04016288,0.032042932,0.024576268,0.018520374,0.013145818,0.009875395,0.007959633,0.006709177,0.005635067,0.005194201
7/29/2023 15:37,ST4-D4,80.00000024,0.052846761,4.22774087,0.000784134,0.000829059,0.000898487,0.000996504,0.001114941,0.001253798,0.001507008,0.002111445,0.003177378,0.004059529,0.004896756,0.005860587,0.006824419,0.007861764,0.009250335,0.011206587,0.013542654,0.01600941,0.018431241,0.021343157,0.024389845,0.027436534,0.032018819,0.037029928,0.042580129,0.047505473,0.052581926,0.0568089,0.060476362,0.063102395,0.063359689,0.062011958,0.056743555,0.050131506,0.041612213,0.03488581,0.027963374,0.02171072,0.016005326,0.012415461,0.010847192,0.009854772,0.00859689,0.007972033
7/29/2023 15:52,ST4-D5,43.33430055,0.049320658,2.137276205,0.000634512,0.000655949,0.000694534,0.000741693,0.000801715,0.000883173,0.001054662,0.001466238,0.002152197,0.002688103,0.003176849,0.00375134,0.004257235,0.004866024,0.005637728,0.00678671,0.008210075,0.009834941,0.011588424,0.013762058,0.016381565,0.019511254,0.024291533,0.030486602,0.038383708,0.046936763,0.056385852,0.064368703,0.070735263,0.074765273,0.074512326,0.071048232,0.063772776,0.055202572,0.044870311,0.037363344,0.029547696,0.023305466,0.017371919,0.01372776,0.011991426,0.01106538,0.010105038,0.010255091
7/29/2023 16:07,ST4-D6,92.22199982,0.031950057,2.946498192,0.000704862,0.000756241,0.000834916,0.000947309,0.001085391,0.001244346,0.001501244,0.002100135,0.003190343,0.004113568,0.004987019,0.006048326,0.007082337,0.008294571,0.009900179,0.012234733,0.015023675,0.017830278,0.020429757,0.02357996,0.026657911,0.029435613,0.033663179,0.037836154,0.042091015,0.045082263,0.047815008,0.050006663,0.05197835,0.05389384,0.055208833,0.055852682,0.052999517,0.048497392,0.042177718,0.037946941,0.032234188,0.025315622,0.018647532,0.014672047,0.014654385,0.015423471,0.014269039,0.011751445
8/13/2023 18:45,ST5-D1,76.15400015,0.016643258,1.267450637,0.000700023,0.000746296,0.000813925,0.000907657,0.001022746,0.001165124,0.001411912,0.001980236,0.002978066,0.003813348,0.004629646,0.005588322,0.006480555,0.007448723,0.008699274,0.010454078,0.012492451,0.014577097,0.016518179,0.018752321,0.02109206,0.023417562,0.026936662,0.030771366,0.035141173,0.039401824,0.044396906,0.04898028,0.053887562,0.058906374,0.061751553,0.064304859,0.062635481,0.059442663,0.052289373,0.044934382,0.036975472,0.029594378,0.021898867,0.017113792,0.014148778,0.012113964,0.009922535,0.008762157
8/13/2023 18:58,ST5-D2,41.19999988,0.016195855,0.667269212,0.000690975,0.000742669,0.000828826,0.000949445,0.001099357,0.001278563,0.001554264,0.002188376,0.003330812,0.004299211,0.005265888,0.00643417,0.00754042,0.008753504,0.010316384,0.012556454,0.015203183,0.017915391,0.020374298,0.023136477,0.025919333,0.028579847,0.032477569,0.03620987,0.039971465,0.042545822,0.045411389,0.048113258,0.051449239,0.054158001,0.055021289,0.056763375,0.054261389,0.051943778,0.046117872,0.039995589,0.033532125,0.02651726,0.019033703,0.015292786,0.014862003,0.015187675,0.012926927,0.009249766
8/13/2023 19:02,ST5-D3,39.60000008,0.015481688,0.613074839,0.00059983,0.000643677,0.000715586,0.000815558,0.00093833,0.001080395,0.001303138,0.001808258,0.002727295,0.003490236,0.004226869,0.005114336,0.005931647,0.006906809,0.008136284,0.009953312,0.012129886,0.014392401,0.016542667,0.01911562,0.021839407,0.024459715,0.028239343,0.032147004,0.036396673,0.040253472,0.044555758,0.048847521,0.053707543,0.057781823,0.06010397,0.062662892,0.060780971,0.058167679,0.052050119,0.045209958,0.037948864,0.030263329,0.022286648,0.017407333,0.014941368,0.013433024,0.011045983,0.008897471
8/13/2023 19:10,ST5-D4,27.60000003,0.012900345,0.356049526,0.000594574,0.000643865,0.000717802,0.000831788,0.000970419,0.001133696,0.00137399,0.001919273,0.002902015,0.003724561,0.004553268,0.005582221,0.006531075,0.007627803,0.008955583,0.010853291,0.013086796,0.015425044,0.017633902,0.02028022,0.02333627,0.026266012,0.03033253,0.034531519,0.03865349,0.042045336,0.045335519,0.048631863,0.053234422,0.056690963,0.05880124,0.062076019,0.059916452,0.057707593,0.051191921,0.04392456,0.036826637,0.029885829,0.022775584,0.017430577,0.012630853,0.009149666,0.006894597,0.006389363
